customer_id,signup_date,customer_segment,region,status,lifetime_months_expected,acquisition_channel,acquisition_campaign,acquisition_cost_ngn
C108988,7/11/2023 19:05,SME,Nigeria,Active,49,Affiliate,Camp_112,5349
C108989,2/16/2023 2:12,Individual,North America,Active,43,Organic Social,Camp_40,878
C108990,7/19/2021 2:38,Individual,Nigeria,Active,52,Paid Social,Camp_58,25189
C108991,5/7/2023 13:03,SME,Rest of Africa,Churned,12, Paid Search ,Camp_116,26799
C108992,3/18/2023 7:01,SME,West Africa,Dormant,,Paid Social,Camp_120,23107
C108993,11/7/2024 3:24,Individual,Rest of Africa,Churned,1,Organic Social,Camp_25,4279
C108994,11/28/2021 10:58,SME,Nigeria,Active,53,Paid Social,Camp_9,12852
C108995,3/5/2020 10:05,Individual,West Africa,Dormant,,Organic Social,Camp_84,9181
C108996,3/12/2020 8:46,SME,Nigeria,Active,58,Paid Search,Camp_13,31236
C108997,10/1/2024 7:00,Individual,Nigeria,Dormant,,Event,Camp_100,79147
C108998,7/3/2025 11:46,Individual,Nigeria,Active,21,Paid Search,Camp_51,5770
C108999,3/16/2025 10:15,SME,Europe,Churned,1,Event,Camp_66,13525
C109000,4/30/2025 20:43,Individual,North America,Active,6,Event,Camp_69,23284
C109001,12/11/2021 13:38,Individual,Nigeria,Dormant,,Organic Social,Camp_42,3703
C109002,10/3/2020 10:34,SME,Nigeria,Active,27,REF,Camp_76,581
C109003,12/7/2023 16:53,Individual,Nigeria,Active,14,Paid Social,Camp_23,8640
C109004,9/7/2021 23:47,Individual,Nigeria,Active,48,Organic Social,Camp_52,5808
C109005,3/24/2022 7:58,SME,Nigeria,Dormant,, Paid Social ,Camp_52,18660
C109006,6/8/2021 7:21,SME,Nigeria,Churned,8,Paid Social,Camp_30,2107
C109007,6/3/2020 16:05,SME,Nigeria,Dormant,,Organic Social,Camp_61,21238
C109008,5/30/2023 23:19,Individual,Nigeria,Churned,11,Organic Social,Camp_82,4136
C109009,4/4/2025 1:43,Individual,West Africa,Active,53,Organic Social,Camp_93,3304
C109010,8/25/2023 13:21,SME,Europe,Active,13,Paid Social,Camp_3,61537
C109011,2/8/2025 8:31,SME,Nigeria,Active,30,Paid Social,Camp_2,2721
C109012,3/19/2022 6:46,Individual,Nigeria,Churned,5,Paid Search,Camp_70,19613
C109013,4/8/2021 16:58,Individual,Nigeria,Active,60,Paid Search,Camp_112,40878
C109014,10/3/2020 16:53,Individual,Nigeria,Churned,15,Paid Social,Camp_83,9162
C109015,2/17/2023 2:06,SME,Europe,Dormant,,Paid Search,Camp_67,33324
C109016,6/12/2021 13:16,SME,Europe,Active,30,Paid Search,Camp_114,57356
C109017,10/28/2024 8:41,SME,Nigeria,Churned,6,Affiliate,Camp_78,2426
C109018,12/30/2020 14:17,SME,Rest of Africa,Active,34,Paid Search,Camp_35,6908
C109019,2/13/2020 20:29,Individual,Nigeria,Active,20,Referral,Camp_29,894
C109020,6/21/2024 17:18,Individual,Rest of Africa,Dormant,,Paid Social,Camp_71,9756
C109021,9/13/2023 23:47,Individual,Nigeria,Churned,1,Affiliate,Camp_25,941
C109022,11/10/2023 14:54,Individual,North America,Active,21,Organic Social,Camp_6,1315
C109023,9/23/2025 20:00,Individual,West Africa,Active,58,Paid Social,Camp_16,37176
C109024,3/15/2024 6:25,Individual,Rest of Africa,Active,59,Organic Social,Camp_39,4180
C109025,1/3/2021 4:55,Individual,West Africa,Churned,4,Paid Social,Camp_71,5611
C109026,11/28/2021 10:44,SME,West Africa,Active,10,Organic Social,Camp_86,14375
C109027,9/23/2021 3:36,SME,West Africa,Churned,5,Paid Search,Camp_47,37214
C109028,8/15/2021 0:00,Individual,Nigeria,Churned,1,Event,Camp_61,18003
C109029,4/7/2022 1:31,SME,West Africa,Active,19,Paid Social,Camp_65,26101
C109030,6/13/2022 16:00,Individual,Nigeria,Active,48,Paid Social,Camp_95,16316
C109031,3/15/2024 7:50,SME,Europe,Active,56,Referral,Camp_114,2302
C109032,4/2/2023 1:27,Individual,Nigeria,Active,24,Paid Social,Camp_14,6980
C109033,2/8/2021 12:21,Individual,Europe,Active,45,Affiliate,Camp_52,1880
C109034,9/2/2023 0:41,Individual,Rest of Africa,Active,39,Organic Social,Camp_48,1462
C109035,10/3/2021 21:39,Individual,Nigeria,Active,13,Referral,Camp_116,174
C109036,2/7/2025 9:24,SME,Nigeria,Active,43,Paid Search,Camp_56,15920
C109037,10/31/2021 17:48,Individual,West Africa,Active,42,Affiliate,Camp_2,29190
C109038,5/29/2022 3:34,Individual,Nigeria,Active,34,Referral,Camp_67,5
C109039,10/4/2025 22:50,Individual,North America,Active,8,Paid Search,Camp_68,48512
C109040,8/11/2021 7:56,Enterprise,North America,Churned,14,Paid Search,Camp_7,28632
C109041,7/23/2023 17:01,SME,Nigeria,Dormant,,Paid Social,Camp_114,10654
C109042,7/14/2021 9:21,Individual,Nigeria,Active,34,Event,Camp_87,136475
C109043,6/23/2023 5:45,Individual,Europe,Active,34,Paid Social,CMP_102,50804
C109044,3/29/2021 10:17,Individual,Nigeria,Active,49,Organic Social,Camp_34,499
C109045,3/30/2020 9:28,Individual,West Africa,Dormant,,Paid Search,Camp_115,23871
C109046,6/20/2022 14:21,SME,Nigeria,Active,35,Paid Social,Camp_9,244568
C109047,3/24/2022 9:10,Individual,Rest of Africa,Active,11,Organic Social,Camp_66,949
C109048,1/1/2022 15:04,Individual,West Africa,Active,10,Event,Camp_88,5476
C109049,4/3/2025 1:34,Individual,North America,Active,21,Organic Social,Camp_80,1504
C109050,11/2/2023 3:15,Individual,Nigeria,Dormant,,Affiliate,Camp_5,2624
C109051,2/10/2022 11:55,SME,Nigeria,Dormant,,Organic Social,Camp_97,16759
C109052,2/22/2023 10:11,Individual,Nigeria,Active,19,Paid Search,Camp_86,341163
C109053,12/16/2024 0:24,Individual,Europe,Dormant,,Paid Social,Camp_17,1108
C109054,10/26/2025 22:39,Individual,Nigeria,Active,23,ORG,Camp_37,7720
C109055,7/3/2025 21:22,SME,Nigeria,Churned,1,Event,Camp_37,7435
C109056,11/24/2023 11:11,Individual,Nigeria,Churned,12,Affiliate,Camp_52,3535
C109057,9/23/2020 9:08,SME,Europe,Active,39,Paid Search,Camp_104,9587
C109058,2/2/2020 1:31,Individual,Nigeria,Dormant,,Paid Search,Camp_92,7949
C109059,12/27/2023 18:20,SME,Nigeria,Churned,7,Paid Search,Camp_24,9231
C109060,2/17/2021 20:28,SME,Nigeria,Active,41,Event,Camp_72,56129
C109061,10/1/2022 6:58,Individual,Rest of Africa,Active,11,Affiliate,Camp_68,2480
C109062,5/20/2023 3:49,SME,Nigeria,Churned,20,Referral,Camp_101,3226
C109063,11/3/2025 23:25,Enterprise,Nigeria,Active,50,Paid Social,Camp_22,1717
C109064,10/21/2021 8:05,SME,Nigeria,Churned,1,Organic Social,Camp_56,4521
C109065,4/6/2023 11:29,SME,West Africa,Active,60,Organic Social,Camp_9,9938
C109066,8/8/2023 2:51,Individual,West Africa,Dormant,,Paid Social,Camp_60,1487
C109067,1/29/2025 10:09,Individual,West Africa,Active,54,Organic Social,CMP_27,5037
C109068,3/7/2022 1:33,SME,Nigeria,Active,37,Paid Search,Camp_34,17916
C109069,8/14/2020 23:25,Individual,Nigeria,Active,22,PS,Camp_89,10084
C109070,10/23/2020 0:32,SME,West Africa,Active,20,Affiliate,Camp_49,848
C109071,9/26/2024 12:55,Individual,North America,Churned,1,Referral,Camp_5,2257
C109072,7/1/2020 12:53,Individual,Nigeria,Dormant,,Paid Social,Camp_119,6662
C109073,6/10/2020 21:47,SME,Nigeria,Churned,44,ORG,Camp_104,2069
C109074,10/31/2022 4:01,Individual,Nigeria,Churned,1,Paid Social,Camp_70,22759
C109075,12/30/2021 15:02,SME,West Africa,Churned,18,Referral,Camp_59,5813
C109076,1/3/2024 3:15,Enterprise,Europe,Active,25, Referral ,Camp_28,811
C109077,1/5/2023 18:38,SME,West Africa,Active,60,Referral,Camp_98,2746
C109078,2/26/2025 22:33,SME,West Africa,Active,52, Referral ,Camp_104,6275
C109079,9/15/2025 1:50,SME,North America,Active,35,Paid Search,Camp_56,2573
C109080,2/1/2025 15:24,SME,Europe,Churned,1,Paid Social,Camp_107,13559
C109081,5/21/2020 9:36,Individual,Nigeria,Active,16,Organic Social,Camp_26,56
C109082,1/17/2020 15:44,SME,Europe,Active,36,Paid Social,Camp_11,31391
C109083,2/27/2022 2:01,SME,Nigeria,Churned,26,Referral,Camp_34,676
C109084,4/16/2024 13:22,SME,Rest of Africa,Dormant,,Paid Social,Camp_73,7283
C109085,4/9/2025 5:02,SME,Nigeria,Churned,1,Paid Search,Camp_25,29061
C109086,3/29/2023 12:46,SME,Nigeria,Active,37,Paid Social,Camp_89,28021
C109087,7/28/2022 20:34,Individual,West Africa,Dormant,,Event,Camp_12,20432
C109088,5/11/2023 6:43,SME,West Africa,Churned,1,Paid Search,CMP_67,27379
C109089,9/16/2025 12:55,Individual,Europe,Dormant,,Organic Social,Camp_11,15658
C109090,2/26/2023 8:23,SME,North America,Active,12,Paid Social,Camp_25,39231
C109091,2/14/2021 20:23,Individual,Rest of Africa,Active,45,Paid Search,Camp_58,30207
C109092,10/4/2024 11:50,Individual,Europe,Dormant,,Organic Social,Camp_117,14329
C109093,5/7/2020 18:30,SME,North America,Active,8,Referral,Camp_18,4173
C109094,12/8/2024 12:14,SME,Rest of Africa,Active,27,Organic Social,Camp_98,6528
C109095,7/11/2021 6:57,SME,Nigeria,Active,45,Affiliate,Camp_20,19935
C109096,3/19/2022 16:45,SME,Nigeria,Active,35,Paid Social,Camp_76,30607
C109097,6/11/2021 18:09,SME,Nigeria,Dormant,,Paid Search,Camp_95,17441
C109098,4/14/2024 2:04,Individual,Nigeria,Dormant,,Event,Camp_26,27908
C109099,3/11/2024 4:48,Individual,Nigeria,Active,49,Paid Social,Camp_67,158
C109100,11/19/2022 18:51,SME,North America,Active,27,Organic Social,Camp_96,918
C109101,12/25/2023 6:56,Individual,Nigeria,Active,35,Referral,Camp_1,2742
C109102,2/13/2021 20:38,Individual,Nigeria,Active,40,Paid Social,Camp_40,14564
C109103,10/5/2020 12:38,Individual,Europe,Active,55,Referral,Camp_44,2862
C109104,9/12/2022 20:53,SME,West Africa,Active,41,Paid Search,Camp_1,74725
C109105,7/5/2024 23:15,SME,Rest of Africa,Active,44,Paid Social,Camp_84,10844
C109106,9/7/2023 1:34,SME,North America,Active,25,Paid Search,Camp_30,2315
C109107,3/16/2021 13:03,Individual,North America,Active,38,Affiliate,Camp_1,7879
C109108,3/20/2022 1:16,Individual,Europe,Churned,9, Paid Search ,Camp_100,2626
C109109,12/29/2020 0:22,SME,Europe,Active,26,Referral,Camp_115,1942
C109110,8/31/2022 7:04,SME,West Africa,Active,15,Event,Camp_83,30008
C109111,5/17/2020 4:58,Individual,Europe,Churned,17,Organic Social,Camp_68,6227
C109112,2/1/2021 6:47,SME,West Africa,Dormant,,Organic Social,Camp_101,
C109113,3/30/2024 23:50,SME,Nigeria,Dormant,,Organic Social,Camp_95,776
C109114,5/23/2022 0:55,Individual,Nigeria,Active,29,Paid Social,Camp_30,4850
C109115,1/25/2023 7:42,SME,Nigeria,Active,11,Organic Social,Camp_36,5754
C109116,8/29/2023 5:32,Individual,Rest of Africa,Active,14,Organic Social,Camp_73,3252
C109117,5/29/2022 0:27,SME,Nigeria,Dormant,,Event,Camp_15,31132
C109118,3/28/2022 18:50,Individual,Europe,Active,50,Event,Camp_84,15603
C109119,3/19/2025 7:29,Individual,West Africa,Dormant,,Affiliate,Camp_11,14497
C109120,3/30/2022 11:13,Individual,Nigeria,Churned,1,Affiliate,Camp_52,60118
C109121,5/25/2024 4:16,SME,North America,Active,8,Organic Social,CMP_37,1871
C109122,8/30/2022 11:44,SME,West Africa,Active,53,Referral,Camp_63,2536
C109123,9/15/2023 21:45,SME,North America,Active,8,Affiliate,Camp_53,1501
C109124,5/27/2021 14:05,Individual,North America,Churned,9,Paid Social,Camp_33,24416
C109125,9/7/2022 8:35,Individual,West Africa,Active,18,Event,Camp_75,22544
C109126,3/6/2024 8:06,SME,Nigeria,Active,52,Paid Social,Camp_24,16733
C109127,4/14/2021 23:07,Individual,North America,Churned,29,Organic Social,Camp_93,1356
C109128,9/22/2024 10:06,SME,Nigeria,Dormant,,Referral,Camp_62,3816
C109129,8/4/2025 12:44,SME,Nigeria,Active,60,Event,Camp_26,7614
C109130,6/1/2025 0:13,Individual,Nigeria,Churned,1,Paid Search,Camp_72,65988
C109131,9/29/2023 0:00,SME,Nigeria,Active,52,Referral,Camp_89,126
C109132,6/14/2020 8:32,Individual,Nigeria,Churned,3,Organic Social,Camp_53,1698
C109133,8/9/2021 22:53,Individual,Rest of Africa,Active,53,Paid Social,Camp_72,14898
C109134,4/6/2021 17:58,Individual,Europe,Active,29,Referral,Camp_104,3910
C109135,6/18/2020 12:49,SME,Europe,Active,51,Organic Social,Camp_13,4302
C109136,12/15/2021 3:38,Enterprise,North America,Churned,29,Referral,Camp_27,486
C109137,7/23/2021 0:00,SME,Nigeria,Active,37,Paid Social,Camp_113,35266
C109138,4/21/2020 10:04,Individual,Nigeria,Dormant,,Organic Social,Camp_30,4533
C109139,1/1/2024 0:11,Individual,North America,Churned,5,Organic Social,Camp_119,1322
C109140,3/19/2022 11:42,Individual,Europe,Active,43,Paid Social,Camp_94,14853
C109141,5/23/2021 3:32,Enterprise,Nigeria,Active,17,Paid Search,Camp_61,28121
C109142,12/22/2023 7:56,Individual,Rest of Africa,Active,19,EVT,Camp_84,45643
C109143,9/17/2023 22:34,SME,North America,Active,57,Organic Social,Camp_17,6436
C109144,12/26/2020 11:22,Individual,Nigeria,Active,28,Referral,Camp_114,4521
C109145,3/17/2024 15:13,Individual,Rest of Africa,Active,38,Paid Social,Camp_90,31355
C109146,5/6/2020 17:39,Individual,North America,Dormant,, Paid Social ,Camp_21,16842
C109147,10/3/2023 18:05,Individual,Nigeria,Active,26,Paid Social,Camp_82,588
C109148,1/12/2023 16:03,Individual,Nigeria,Dormant,,Paid Social,Camp_63,24918
C109149,10/8/2024 12:20,Individual,Nigeria,Active,35,Organic Social,Camp_104,18436
C109150,2/16/2024 11:05,Individual,Rest of Africa,Churned,2,Organic Social,Camp_90,1823
C109151,11/23/2023 5:02,Individual,Nigeria,Active,60,Organic Social,Camp_100,4668
C109152,3/11/2024 15:53,Individual,Nigeria,Churned,5,Paid Search,CMP_72,36597
C109153,12/15/2020 11:55,SME,Nigeria,Active,38,Organic Social,Camp_14,5095
C109154,4/4/2021 23:41,Individual,Nigeria,Active,54, Paid Search ,Camp_72,63952
C109155,1/19/2021 4:19,Individual,Nigeria,Active,56,Paid Search,Camp_10,16030
C109156,12/22/2022 4:23,SME,North America,Churned,6,Event,Camp_47,30358
C109157,10/17/2020 17:40,Enterprise,Nigeria,Active,37,Organic Social,Camp_45,194
C109158,9/24/2021 23:29,Enterprise,Nigeria,Churned,26,Referral,Camp_115,4609
C109159,6/1/2022 17:15,SME,West Africa,Active,39,Paid Social,Camp_27,5475
C109160,7/15/2021 6:36,Individual,Nigeria,Churned,28,Event,Camp_85,153441
C109161,6/6/2021 20:59,Individual,Nigeria,Churned,21,ORG,Camp_75,1128
C109162,4/29/2024 14:14,SME,Nigeria,Churned,2,Referral,Camp_24,584
C109163,4/27/2022 12:48,SME,Nigeria,Active,28,Paid Social,Camp_47,11931
C109164,10/15/2024 22:46,SME,Nigeria,Active,12,Event,Camp_89,43211
C109165,8/22/2025 7:07,Individual,West Africa,Churned,1,Affiliate,Camp_65,4648
C109166,12/24/2024 15:16,Individual,North America,Active,51,Affiliate,Camp_69,3468
C109167,10/21/2021 21:24,SME,Nigeria,Churned,10,Paid Search,Camp_32,19417
C109168,12/18/2024 0:26,Individual,North America,Active,60,Paid Social,Camp_5,57189
C109169,1/13/2020 19:38,Enterprise,West Africa,Dormant,,Paid Social,CMP_120,58840
C109170,6/22/2024 6:33,SME,Rest of Africa,Churned,10,Paid Social,Camp_23,7156
C109171,11/8/2024 9:01,Individual,West Africa,Dormant,,Affiliate,Camp_12,9119
C109172,7/15/2021 0:11,Individual,Europe,Active,8,Paid Search,Camp_26,31995
C109173,7/17/2023 18:27,SME,Nigeria,Dormant,,Paid Search,Camp_51,26490
C109174,8/26/2020 17:16,Individual,Nigeria,Churned,2,Paid Social,Camp_63,2158
C109175,2/3/2022 18:49,SME,Nigeria,Active,54,Paid Search,Camp_9,19384
C109176,3/27/2024 13:49,SME,North America,Active,25,Paid Search,Camp_53,36018
C109177,10/4/2025 1:57,SME,Nigeria,Active,14,Referral,Camp_7,448
C109178,10/19/2020 23:54,Individual,Nigeria,Active,46,Organic Social,Camp_84,2140
C109179,10/18/2022 2:30,Individual,Nigeria,Active,16,Paid Search,Camp_31,5697
C109180,3/21/2020 15:52,SME,North America,Churned,9,SOC,Camp_32,39235
C109181,6/2/2022 5:32,SME,Nigeria,Active,37,Paid Social,Camp_65,35202
C109182,10/17/2025 18:19,Individual,West Africa,Active,13,Paid Search,Camp_40,4634
C109183,10/15/2025 16:09,Individual,Nigeria,Active,57,Referral,Camp_10,2858
C109184,1/14/2021 0:18,SME,Nigeria,Active,12,Referral,Camp_117,905
C109185,5/9/2023 15:25,Individual,North America,Dormant,,Referral,Camp_93,2317
C109186,3/6/2023 14:31,Individual,Nigeria,Churned,13,Referral,CMP_61,1359
C109187,1/8/2025 2:49,SME,Nigeria,Churned,2,Paid Search,Camp_98,15965
C109188,11/25/2020 13:08,SME,Nigeria,Active,51,Event,Camp_67,85241
C109189,10/2/2022 4:46,Individual,Nigeria,Active,33,Affiliate,Camp_59,8106
C109190,4/22/2021 18:19,SME,Nigeria,Churned,15,Event,Camp_52,10755
C109191,3/30/2020 17:02,Individual,Nigeria,Active,42,Paid Search,Camp_2,2934
C109192,9/8/2020 20:30,SME,Nigeria,Active,43,Event,Camp_20,108366
C109193,11/30/2023 21:28,Individual,Nigeria,Active,38,Affiliate,Camp_66,1332
C109194,8/11/2025 2:48,SME,Europe,Dormant,,Affiliate,Camp_64,10596
C109195,1/30/2024 20:35,Individual,West Africa,Active,43,Paid Search,Camp_40,17122
C109196,11/11/2023 16:49,Individual,Nigeria,Active,28,Referral,Camp_77,301
C109197,5/6/2025 5:40,SME,Nigeria,Active,28,Event,Camp_2,59961
C109198,4/16/2022 17:50,Individual,Nigeria,Churned,4,Referral,Camp_61,4696
C109199,1/20/2025 3:04,Enterprise,Nigeria,Active,29,Organic Social,Camp_21,647
C109200,8/6/2025 8:30,SME,West Africa,Active,41,Event,Camp_53,2777
C109201,1/19/2020 0:52,Individual,Nigeria,Churned,17,Paid Social,Camp_117,34130
C109202,10/20/2022 11:51,Individual,Rest of Africa,Churned,15,ORG,Camp_89,3475
C109203,5/16/2020 5:28,SME,West Africa,Active,29,Organic Social,Camp_88,5612
C109204,7/31/2025 15:47,SME,North America,Dormant,,Event,Camp_33,23298
C109205,4/17/2025 14:53,SME,Nigeria,Active,47,Paid Search,Camp_68,13293
C109206,11/8/2023 17:44,Individual,Nigeria,Active,8,Organic Social,Camp_66,1780
C109207,10/6/2022 11:27,SME,Nigeria,Churned,11, Referral ,Camp_10,1655
C109208,11/3/2024 7:31,Individual,West Africa,Active,17,Referral,Camp_1,348
C109209,2/5/2021 18:48,SME,Nigeria,Churned,26,Organic Social,Camp_44,6315
C109210,10/18/2021 16:39,SME,Nigeria,Active,50,Event,Camp_89,31889
C109211,5/31/2020 6:00,Individual,Nigeria,Churned,12,Event,Camp_4,75229
C109212,6/22/2025 17:34,Individual,Rest of Africa,Active,57,Paid Search,Camp_32,63462
C109213,5/29/2022 2:34,Individual,Rest of Africa,Active,30,Paid Social,Camp_76,41552
C109214,10/1/2022 1:21,Individual,Nigeria,Churned,5, Paid Search ,Camp_12,22984
C109215,6/21/2020 12:59,Individual,Nigeria,Churned,13,Paid Social,Camp_54,6908
C109216,8/7/2020 17:34,SME,Nigeria,Dormant,,Organic Social,Camp_62,2209
C109217,8/26/2024 22:55,SME,Rest of Africa,Active,60,Event,Camp_69,42283
C109218,2/14/2025 6:06,Individual,Europe,Churned,4,Affiliate,Camp_10,9957
C109219,3/30/2023 22:34,Individual,West Africa,Active,48,Paid Search,Camp_23,4397
C109220,10/14/2020 13:06,Individual,Nigeria,Churned,16,Paid Search,Camp_68,154739
C109221,5/24/2023 5:02,Individual,Nigeria,Active,50,Organic Social,Camp_66,568
C109222,3/3/2022 18:23,Individual,North America,Active,53,Organic Social,Camp_86,4670
C109223,7/7/2021 1:26,Individual,Rest of Africa,Dormant,,Paid Social,Camp_32,13629
C109224,1/15/2022 21:40,Individual,North America,Churned,15,Affiliate,Camp_57,7152
C109225,5/24/2023 9:25,SME,Nigeria,Dormant,,Event,Camp_79,30522
C109226,10/4/2020 2:21,Individual,Nigeria,Churned,12,Paid Social,Camp_82,1073
C109227,3/4/2020 17:29,Individual,Nigeria,Active,51,Affiliate,Camp_29,44023
C109228,10/8/2021 22:12,Individual,Nigeria,Dormant,,Paid Social,Camp_78,71604
C109229,5/21/2021 5:44,SME,Nigeria,Churned,20,Referral,Camp_83,1486
C109230,4/22/2023 0:52,Individual,Europe,Churned,2,Organic Social,Camp_70,1168
C109231,6/4/2023 4:50,SME,Europe,Active,47,Paid Search,Camp_43,5051
C109232,6/4/2022 6:21,SME,Nigeria,Churned,15,Event,Camp_116,2349
C109233,7/3/2025 16:20,Individual,Nigeria,Active,34,Organic Social,Camp_82,4731
C109234,7/25/2025 2:34,SME,Nigeria,Active,28,Referral,Camp_73,1301
C109235,4/23/2021 21:06,SME,North America,Active,10,Paid Social,Camp_29,9690
C109236,1/9/2021 16:44,Individual,Nigeria,Dormant,,Paid Search,Camp_97,18622
C109237,7/16/2022 13:15,Individual,Nigeria,Active,13,Paid Search,Camp_8,51560
C109238,3/5/2024 0:03,Enterprise,Nigeria,Active,26,Organic Social,Camp_100,366
C109239,9/5/2023 6:58,SME,North America,Dormant,,Referral,Camp_72,1570
C109240,8/21/2022 10:49,Individual,Nigeria,Dormant,,Paid Social,Camp_115,21732
C109241,10/29/2025 2:27,Individual,West Africa,Dormant,,Referral,Camp_20,7059
C109242,2/18/2025 1:14,Individual,Nigeria,Active,46,Referral,Camp_102,2691
C109243,2/11/2021 21:26,Individual,Nigeria,Active,39,Referral,Camp_24,1588
C109244,1/20/2023 12:16,Individual,Nigeria,Active,25,Organic Social,Camp_101,7278
C109245,8/29/2025 16:47,Individual,Nigeria,Churned,1,Event,Camp_58,233149
C109246,10/25/2020 14:35,Individual,Nigeria,Active,31,Organic Social,Camp_83,10979
C109247,2/15/2023 15:34,Individual,North America,Active,47,Organic Social,Camp_67,466
C109248,5/11/2024 18:11,Individual,Nigeria,Active,39,Paid Search,Camp_13,21381
C109249,9/12/2021 23:28,Individual,Nigeria,Active,60,Paid Social,CMP_36,27791
C109250,3/1/2024 4:56,Individual,North America,Active,58,Paid Search,Camp_55,27859
C109251,10/15/2023 22:35,SME,West Africa,Active,18,Organic Social,Camp_74,2697
C109252,4/20/2023 18:03,Individual,Nigeria,Churned,8,Paid Search,Camp_45,9731
C109253,1/20/2024 5:55,SME,Rest of Africa,Active,22,Paid Social,Camp_32,
C109254,4/14/2022 3:16,Individual,Nigeria,Active,56,Referral,Camp_76,1063
C109255,10/15/2024 8:34,SME,Rest of Africa,Active,48,Paid Social,Camp_41,8956
C109256,2/8/2025 4:39,Individual,Nigeria,Active,57,Paid Search,Camp_32,45310
C109257,8/7/2023 10:25,Individual,Nigeria,Active,55,Paid Search,Camp_106,9482
C109258,10/7/2020 7:27,Individual,Nigeria,Active,24,Referral,CMP_100,2070
C109259,8/5/2023 18:35,SME,Nigeria,Active,7,Paid Search,Camp_54,51674
C109260,2/18/2023 1:40,Enterprise,Nigeria,Churned,11,Organic Social,Camp_76,4861
C109261,3/22/2025 5:17,SME,Nigeria,Dormant,,Organic Social,Camp_67,3394
C109262,8/1/2021 23:41,Individual,West Africa,Active,12,Referral,Camp_94,71
C109263,9/10/2023 17:17,SME,Rest of Africa,Active,16,Organic Social,Camp_20,5721
C109264,5/13/2025 11:22,Enterprise,Europe,Active,8,Affiliate,Camp_32,48015
C109265,8/16/2023 14:08,SME,Nigeria,Churned,2,Paid Search,Camp_100,41312
C109266,10/15/2020 18:39,Individual,West Africa,Churned,38,Paid Social,Camp_23,18115
C109267,5/5/2020 15:16,SME,West Africa,Active,28,Paid Social,Camp_6,11398
C109268,5/13/2024 21:30,Individual,Nigeria,Active,48,Paid Search,Camp_57,6350
C109269,11/27/2022 18:20,Individual,West Africa,Active,30,Paid Social,Camp_22,21204
C109270,12/11/2023 2:55,Individual,West Africa,Active,16,Paid Social,CMP_81,3512
C109271,10/2/2025 15:01,SME,West Africa,Active,59,Organic Social,Camp_39,10903
C109272,11/27/2021 15:48,SME,Nigeria,Active,7,Referral,Camp_105,873
C109273,7/5/2025 1:20,SME,Europe,Active,42,Paid Social,Camp_66,9188
C109274,11/2/2025 1:30,Individual,North America,Active,35,Referral,Camp_54,486
C109275,4/26/2021 18:50,SME,Nigeria,Active,24,Paid Social,Camp_13,11828
C109276,3/18/2024 21:54,SME,Nigeria,Active,51,Paid Social,Camp_111,20535
C109277,6/26/2024 4:45,Individual,Nigeria,Active,58, Organic Socia,Camp_87,1803
C109278,5/9/2025 23:21,SME,Nigeria,Churned,1,Paid Search,Camp_11,30252
C109279,7/3/2025 20:37,Individual,Rest of Africa,Active,6,Paid Search,Camp_44,24227
C109280,6/18/2024 2:48,Enterprise,Nigeria,Active,24,Paid Social,Camp_56,8385
C109281,9/17/2020 21:15,Individual,Nigeria,Active,56,Event,Camp_103,15005
C109282,6/22/2022 4:23,Individual,West Africa,Dormant,,Referral,Camp_114,3951
C109283,12/25/2023 16:57,SME,Europe,Active,60,Paid Search,Camp_87,300
C109284,9/20/2023 19:35,SME,Nigeria,Churned,6,Affiliate,Camp_107,10067
C109285,9/3/2020 0:19,Individual,Nigeria,Churned,25,Referral,Camp_101,1080
C109286,1/23/2024 21:17,SME,Rest of Africa,Active,40,ORG,Camp_100,6323
C109287,7/22/2022 6:56,Individual,Rest of Africa,Churned,2,Affiliate,Camp_97,5666
C109288,4/6/2021 16:54,SME,Nigeria,Active,38,Paid Social,Camp_21,1576
C109289,2/1/2021 0:41,Individual,Nigeria,Active,26,Paid Search,Camp_30,100507
C109290,10/27/2025 2:08,SME,Nigeria,Dormant,, Organic Socia,Camp_7,449
C109291,7/22/2022 8:05,SME,North America,Churned,6,Organic Social,Camp_105,862
C109292,2/11/2022 12:56,Individual,Nigeria,Active,51,Organic Social,Camp_89,2726
C109293,6/13/2024 4:34,Individual,Europe,Active,14,Organic Social,Camp_50,14467
C109294,8/21/2023 21:59,Individual,Nigeria,Active,29,Event,Camp_64,13873
C109295,7/7/2022 0:42,SME,Rest of Africa,Active,8, Event ,Camp_71,33634
C109296,11/1/2024 9:05,SME,Nigeria,Churned,10,Affiliate,Camp_4,5895
C109297,5/28/2020 6:52,SME,Rest of Africa,Active,11,Affiliate,Camp_9,3205
C109298,9/7/2024 21:06,SME,Nigeria,Active,25,Event,Camp_87,47672
C109299,8/25/2020 18:40,SME,North America,Churned,2,Paid Search,Camp_74,17401
C109300,5/20/2020 2:31,SME,Nigeria,Churned,1,Paid Social,Camp_36,15541
C109301,5/14/2024 2:57,Individual,North America,Active,46,Organic Social,Camp_50,1179
C109302,11/30/2020 9:38,SME,Nigeria,Active,29,Affiliate,Camp_63,20889
C109303,5/5/2024 12:56,Individual,Nigeria,Churned,1,Organic Social,Camp_5,585
C109304,8/13/2023 3:50,Individual,Nigeria,Active,39,Referral,Camp_11,2344
C109305,7/7/2023 4:57,SME,North America,Active,58,Paid Search,Camp_36,54266
